Voyage_ID,Date,Ship_Type,Engine_Type,Maintenance_Status,Turnaround_Time_hours,Efficiency_nm_per_kWh
892,2024-02-11,Fish Carrier,Diesel,Critical,47.54295421971483,0.2548344478839165
893,2024-02-18,Bulk Carrier,Steam Turbine,Good,47.33765301492048,0.4475234536071748
894,2024-02-25,Bulk Carrier,Steam Turbine,Fair,45.012006304614175,1.226139340589642
895,2024-03-03,,Heavy Fuel Oil (HFO),,19.18134583779473,1.4921982537058625
896,2024-03-10,Bulk Carrier,Diesel,Fair,49.541380220688616,0.5437837910424443
897,2024-03-17,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,52.720412688050864,0.7413128789002889
898,2024-03-24,Bulk Carrier,Diesel,Critical,32.258315746828714,1.2993177829125957
899,2024-03-31,Container Ship,Heavy Fuel Oil (HFO),Good,40.30299261196681,0.970622493212326
900,2024-04-07,Bulk Carrier,Steam Turbine,Good,65.51279631340336,0.6935187298016546
901,2024-04-14,Tanker,Heavy Fuel Oil (HFO),Fair,43.6380124861688,0.156535842800185
902,2024-04-21,Container Ship,Heavy Fuel Oil (HFO),Critical,33.277594858644825,0.6386010430950709
903,2024-04-28,Fish Carrier,Diesel,Good,69.11627062612621,0.2403714429622328
904,2024-05-05,Tanker,Diesel,Good,19.74886048557054,0.9249287875622856
905,2024-05-12,Bulk Carrier,Diesel,Good,61.814246337546805,1.368905863110055
906,2024-05-19,Container Ship,Diesel,,39.747779362630425,1.3284246931750558
907,2024-05-26,Fish Carrier,Diesel,Fair,44.27776240142056,1.3346297646522831
908,2024-06-02,Fish Carrier,Diesel,Critical,48.732450067995146,0.4401742563979639
909,2024-06-09,Container Ship,Steam Turbine,Fair,45.83451124496651,0.552132639482528
910,2024-06-16,Fish Carrier,Heavy Fuel Oil (HFO),Good,38.43659306248106,0.799805472966994
911,2024-06-23,Bulk Carrier,Diesel,Critical,55.02816643297563,0.6380441009291999
912,2024-06-30,Bulk Carrier,Diesel,Critical,27.74865151889396,0.5263577259876988
913,2023-06-04,Container Ship,,Fair,61.70042344888941,0.3058486448203643
914,2023-06-11,Container Ship,Steam Turbine,Good,14.086617765539591,1.305375123766145
915,2023-06-18,Container Ship,Steam Turbine,Critical,33.85082414916153,0.2522895033975567
916,2023-06-25,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,67.85346210491815,1.12547732663401
917,2023-07-02,Tanker,Diesel,Fair,26.843611120964784,1.257657643969566
918,2023-07-09,Tanker,Heavy Fuel Oil (HFO),Critical,12.929313814227449,0.9336591906021569
919,2023-07-16,Fish Carrier,,Fair,58.37480396614664,1.4191571455083816
920,2023-07-23,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,18.623555877037624,0.1224753867472701
921,2023-07-30,Tanker,Heavy Fuel Oil (HFO),Critical,69.03130794354664,1.403484136652772
922,2023-08-06,Bulk Carrier,Diesel,Critical,32.31626443132272,1.4395023500800554
923,2023-08-13,Container Ship,Steam Turbine,Good,22.435621511443948,1.32903800400494
924,2023-08-20,Tanker,Heavy Fuel Oil (HFO),Fair,36.76577078281193,1.4828646089727595
925,2023-08-27,Container Ship,,Good,27.652925967019936,1.4462506855633883
926,2023-09-03,,Heavy Fuel Oil (HFO),Good,70.81720698824824,0.5213195023484849
927,2023-09-10,Fish Carrier,Steam Turbine,Good,36.38170160104946,0.5673708379860597
928,2023-09-17,Container Ship,Diesel,Fair,68.22938272283005,0.8874701591126524
929,2023-09-24,Bulk Carrier,Diesel,Fair,17.62125444902076,0.2552171249635494
930,2023-10-01,Container Ship,Heavy Fuel Oil (HFO),Fair,52.13639125887047,1.002693519374589
931,2023-10-08,Fish Carrier,Heavy Fuel Oil (HFO),Fair,18.625049794951085,1.459706466778902
932,2023-10-15,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,35.585556439478935,0.4163883402471832
933,2023-10-22,Container Ship,Diesel,Good,28.18636247842615,1.405691290484426
934,2023-10-29,Container Ship,Heavy Fuel Oil (HFO),Fair,40.42225614112855,0.1780210291479986
935,2023-11-05,Container Ship,Diesel,Good,57.07618163312939,1.053955435861578
936,2023-11-12,Container Ship,Diesel,Fair,60.33215257749708,0.6556797436335937
937,2023-11-19,Bulk Carrier,Steam Turbine,Critical,62.19664121148494,1.2216011072373174
938,2023-11-26,Bulk Carrier,Diesel,Fair,41.03269946649742,0.715053724356024
939,2023-12-03,Fish Carrier,Heavy Fuel Oil (HFO),Fair,26.582006953936965,0.6188267276620656
940,2023-12-10,Tanker,Steam Turbine,Critical,50.12029673992935,1.29822556058533
941,2023-12-17,Bulk Carrier,Diesel,,38.321808218929775,1.016079717903612
942,2023-12-24,,,Good,48.58179394242776,0.8837077569549703
943,2023-12-31,,Heavy Fuel Oil (HFO),Good,58.86370297498017,1.035343387505024
944,2024-01-07,Fish Carrier,Steam Turbine,Fair,29.21754784477788,0.8166264754199557
945,2024-01-14,Bulk Carrier,Diesel,Good,63.74812217065299,0.9246767894403476
946,2024-01-21,Bulk Carrier,Diesel,Critical,30.96739188000565,1.033143905268454
947,2024-01-28,,Steam Turbine,Good,54.310521465828224,0.8110625483816267
948,2024-02-04,Bulk Carrier,Steam Turbine,Critical,32.2226366737936,1.0384737235791894
949,2024-02-11,Container Ship,Steam Turbine,Fair,40.65856839365296,0.4972660985054354
950,2024-02-18,Container Ship,Heavy Fuel Oil (HFO),Good,43.349786722778006,1.34271592083879
951,2024-02-25,Bulk Carrier,Steam Turbine,Critical,35.55484611523343,0.2650994523182619
952,2024-03-03,Tanker,Heavy Fuel Oil (HFO),Fair,13.550239220878607,0.2865274984527221
953,2024-03-10,Fish Carrier,Steam Turbine,Good,15.863629557629768,0.2255333227061617
954,2024-03-17,Tanker,Diesel,Critical,25.48484624149004,0.632537984001155
955,2024-03-24,Bulk Carrier,Steam Turbine,Critical,68.09135725583234,0.7448143580763915
956,2024-03-31,Fish Carrier,Diesel,Fair,48.794948456995975,0.569379366762896
957,2024-04-07,Container Ship,Steam Turbine,Critical,34.76896016125558,0.4009655108769051
958,2024-04-14,Fish Carrier,Heavy Fuel Oil (HFO),Critical,56.5572073963902,1.039291253726382
959,2024-04-21,Tanker,Steam Turbine,Good,55.76821619921608,0.6101399905917022
960,2024-04-28,Tanker,Diesel,Good,43.67505315247018,0.2980670679493826
961,2024-05-05,Bulk Carrier,Steam Turbine,,62.44866175680205,0.9516703031217444
962,2024-05-12,Tanker,Diesel,Good,35.8352328274667,0.6674226739419076
963,2024-05-19,Fish Carrier,Steam Turbine,,28.14327961752593,0.6605803409101212
964,2024-05-26,Fish Carrier,Diesel,Critical,29.019106897327912,0.3858367360295266
965,2024-06-02,Container Ship,Diesel,Critical,21.849689675478007,0.1399828793617437
966,2024-06-09,Fish Carrier,Diesel,Critical,58.00801279095065,1.459435022082593
967,2024-06-16,Tanker,Steam Turbine,Fair,60.19827878285052,1.146704195658632
968,2024-06-23,Tanker,Heavy Fuel Oil (HFO),Critical,16.284427099992886,0.5589985584164079
969,2024-06-30,Container Ship,Heavy Fuel Oil (HFO),Critical,47.576079927947205,0.5344801786381612
970,2023-06-04,Container Ship,Steam Turbine,Critical,25.833095215300908,0.1473889161927555
971,2023-06-11,Bulk Carrier,Steam Turbine,Good,41.30796700623722,0.5135387322485956
972,2023-06-18,Bulk Carrier,Steam Turbine,Critical,29.48823410118295,1.37804400464376
973,2023-06-25,Tanker,Diesel,,17.398855496010682,0.2813405182881545
974,2023-07-02,Container Ship,Steam Turbine,Critical,22.82488377172947,1.0403805590867528
975,2023-07-09,Fish Carrier,Steam Turbine,Fair,40.59591385653282,1.1473857137578327
976,2023-07-16,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,44.98229913582016,0.6139862132183185
977,2023-07-23,Fish Carrier,,Good,68.70405430692254,1.4798637264044046
978,2023-07-30,Fish Carrier,Steam Turbine,Good,12.767907170843127,0.5923643986933234
979,2023-08-06,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,69.2318532751341,1.016399881207407
980,2023-08-13,Bulk Carrier,Diesel,,34.831699048390675,1.1200908829376817
981,2023-08-20,Fish Carrier,Steam Turbine,,55.51381670690182,0.5016301099525591
982,2023-08-27,Tanker,Heavy Fuel Oil (HFO),Critical,19.36522577459439,0.3675745067921836
983,2023-09-03,Bulk Carrier,Diesel,Critical,22.28585346121903,0.3239936388610346
984,2023-09-10,Tanker,Heavy Fuel Oil (HFO),Fair,47.3174430160778,0.3878249378936746
985,2023-09-17,Bulk Carrier,Diesel,Good,69.08214574245747,1.3502316078953278
986,2023-09-24,Fish Carrier,Steam Turbine,,31.577301457441298,0.3968941089261988
987,2023-10-01,Container Ship,Steam Turbine,Critical,63.300556460877885,1.068795903931284
988,2023-10-08,Tanker,Heavy Fuel Oil (HFO),Critical,65.49576439534567,0.4017789489534082
989,2023-10-15,Container Ship,Heavy Fuel Oil (HFO),Critical,22.814628962637386,0.2985733680854414
990,2023-10-22,Tanker,Diesel,Critical,29.94035435423528,0.1644870523315733
991,2023-10-29,Tanker,Steam Turbine,Fair,35.25041757367505,0.2994605750320714
992,2023-11-05,Container Ship,Diesel,,19.19786149773541,1.1635537979918011
993,2023-11-12,Container Ship,Diesel,Critical,51.24865850177848,1.4598508109028825
994,2023-11-19,Container Ship,Diesel,Good,18.89973986290858,0.4038480883185508
995,2023-11-26,Fish Carrier,Heavy Fuel Oil (HFO),Good,63.89223386626893,1.0620394832569784
996,2023-12-03,Tanker,Diesel,Fair,26.671272822035405,0.6970026225757253
997,2023-12-10,Container Ship,Diesel,Fair,61.19094449375133,1.42511664353018
998,2023-12-17,Tanker,Steam Turbine,Good,16.735300299779116,0.1067029586315315
999,2023-12-24,Container Ship,Steam Turbine,Good,25.089169281719645,0.5470241532685001
1000,2023-12-31,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,71.56366034228284,0.7764581937263229
1001,2024-01-07,Fish Carrier,Diesel,Good,41.44978277997703,0.2127286859979614
1002,2024-01-14,Container Ship,Steam Turbine,Critical,40.140463922722375,0.5575315202852085
1003,2024-01-21,Container Ship,Steam Turbine,Critical,36.27588331677589,0.8972382327118127
1004,2024-01-28,Fish Carrier,Diesel,Good,45.48401626890526,1.441847341794767
1005,2024-02-04,Tanker,Heavy Fuel Oil (HFO),Fair,61.304902161579285,1.0305131623263055
1006,2024-02-11,Tanker,Heavy Fuel Oil (HFO),Fair,71.39779930171122,1.16115089685377
1007,2024-02-18,Tanker,,Good,44.68705247569059,0.591733487789579
1008,2024-02-25,Tanker,Heavy Fuel Oil (HFO),Fair,29.120534124728486,0.4804018437185362
1009,2024-03-03,Fish Carrier,Steam Turbine,Critical,31.106162017289517,0.5786600677828395
1010,2024-03-10,Container Ship,Heavy Fuel Oil (HFO),Fair,19.615368784985776,0.1226437762926525
1011,2024-03-17,Tanker,Heavy Fuel Oil (HFO),Good,22.01414888626909,0.4585060365601302
1012,2024-03-24,Bulk Carrier,Diesel,Critical,49.88171551197336,1.2132155328464267
1013,2024-03-31,Tanker,,,63.463076635329536,0.2206411242557756
1014,2024-04-07,Tanker,Diesel,Fair,32.79840528005168,1.1972695898707508
1015,2024-04-14,Bulk Carrier,Steam Turbine,Fair,56.576888789404265,1.344892357681401
1016,2024-04-21,Fish Carrier,Heavy Fuel Oil (HFO),Critical,42.59891464731748,1.2649076865222844
1017,2024-04-28,Tanker,Diesel,Critical,22.687082528552327,0.278975899389921
1018,2024-05-05,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,58.96324774464874,1.4891780095093077
1019,2024-05-12,Fish Carrier,Steam Turbine,Good,62.51578944960337,0.4255775684350903
1020,2024-05-19,Tanker,Diesel,Good,19.721170193991323,1.2070637587583135
1021,2024-05-26,Bulk Carrier,Steam Turbine,Fair,65.33719466571682,0.61252623849698
1022,2024-06-02,Container Ship,Steam Turbine,Fair,44.28419950204351,1.0600005324961448
1023,2024-06-09,Container Ship,Steam Turbine,Critical,34.73500431381625,1.3494175565905693
1024,2024-06-16,Bulk Carrier,Heavy Fuel Oil (HFO),Good,14.714837483981752,0.8637015547773117
1025,2024-06-23,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,29.61240230328213,0.1018720769429462
1026,2024-06-30,Fish Carrier,Steam Turbine,Good,21.444182788496747,0.3838026067854813
1027,2023-06-04,Fish Carrier,Heavy Fuel Oil (HFO),Fair,19.72176207672066,0.8123549718837866
1028,2023-06-11,Fish Carrier,Steam Turbine,Critical,14.368117640873788,0.4277360592860844
1029,2023-06-18,Bulk Carrier,Heavy Fuel Oil (HFO),Good,55.810539565481406,0.7000031031215714
1030,2023-06-25,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,59.29171051054202,0.1078712681945382
1031,2023-07-02,Container Ship,Heavy Fuel Oil (HFO),Fair,53.74898864365845,0.4021653821885295
1032,2023-07-09,Tanker,Heavy Fuel Oil (HFO),Critical,26.06444193268894,0.6765039006626931
1033,2023-07-16,Tanker,Heavy Fuel Oil (HFO),Good,19.08002772412629,0.8102073490588486
1034,2023-07-23,Container Ship,Heavy Fuel Oil (HFO),Good,20.86084952217176,1.2645640144772057
1035,2023-07-30,Bulk Carrier,Diesel,Good,20.33824786799156,0.949064843418066
1036,2023-08-06,Tanker,Steam Turbine,Critical,57.15131654080878,0.7299785730491825
1037,2023-08-13,Tanker,Diesel,Fair,49.43730304898114,0.844352125374848
1038,2023-08-20,Fish Carrier,Heavy Fuel Oil (HFO),Critical,25.16794882784333,1.23328800482929
1039,2023-08-27,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,24.39771868370918,1.0571704762664973
1040,2023-09-03,Container Ship,Steam Turbine,Critical,23.6865209580796,0.7754875631463608
1041,2023-09-10,Container Ship,Heavy Fuel Oil (HFO),Fair,15.729436627732332,0.387231506971358
1042,2023-09-17,Bulk Carrier,Steam Turbine,Fair,63.69526496672422,1.2391163350253769
1043,2023-09-24,Tanker,Diesel,Fair,57.07071748276921,0.4084260695746868
1044,2023-10-01,Tanker,Diesel,Good,34.97556347143626,0.8973246975828594
1045,2023-10-08,Container Ship,Steam Turbine,Good,67.30931036563402,0.3961603178370061
1046,2023-10-15,Bulk Carrier,Steam Turbine,Good,30.54614355005595,0.2565537754906118
1047,2023-10-22,Fish Carrier,Diesel,Fair,50.02042373005066,0.7158052355806573
1048,2023-10-29,Fish Carrier,Diesel,Critical,37.72371111850711,0.5979581582691389
1049,2023-11-05,Fish Carrier,Steam Turbine,Good,42.17868309615436,1.4594802805491751
1050,2023-11-12,Fish Carrier,Steam Turbine,Fair,55.71866171231019,0.954727046234752
1051,2023-11-19,Bulk Carrier,Diesel,Good,28.064955058938764,1.296151224886435
1052,2023-11-26,Bulk Carrier,Steam Turbine,Good,34.69107819582707,0.8133171923718913
1053,2023-12-03,Bulk Carrier,Diesel,Critical,43.12107118809493,0.7195446839660772
1054,2023-12-10,Container Ship,Diesel,Good,44.6173289685344,0.2399959289850645
1055,2023-12-17,Fish Carrier,Steam Turbine,Critical,59.28833849661059,0.7855426097899333
1056,2023-12-24,Container Ship,Diesel,Critical,45.27173530875705,0.5138264637357943
1057,2023-12-31,Tanker,Heavy Fuel Oil (HFO),Critical,22.47417691573885,0.5488471034816614
1058,2024-01-07,Fish Carrier,Steam Turbine,Critical,60.945583896616704,0.2979917696327671
1059,2024-01-14,Bulk Carrier,Steam Turbine,Critical,51.494560234001895,0.1594252015974657
1060,2024-01-21,Bulk Carrier,Steam Turbine,Good,36.21289544697398,1.460318879977222
1061,2024-01-28,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,70.31069586508814,0.6616802635097638
1062,2024-02-04,,Steam Turbine,,41.89517867720961,0.3099155040721709
1063,2024-02-11,Bulk Carrier,Steam Turbine,Critical,71.90527086368225,1.2442098568682094
1064,2024-02-18,Fish Carrier,Heavy Fuel Oil (HFO),Fair,15.308942765283325,0.3354652227598858
1065,2024-02-25,Bulk Carrier,Diesel,,13.405623273911946,0.6805935408987012
1066,2024-03-03,Tanker,Diesel,Fair,27.21401857678849,0.6717909937732919
1067,2024-03-10,Tanker,Steam Turbine,Fair,40.72564039164001,1.0026429280890516
1068,2024-03-17,,Diesel,Good,20.120285324253267,0.7058315731828781
1069,2024-03-24,Bulk Carrier,Steam Turbine,Critical,69.94390763684129,0.9342233878310042
1070,2024-03-31,Tanker,Diesel,Critical,41.16904791280632,0.9177786482362108
1071,2024-04-07,Fish Carrier,Diesel,Fair,22.81946751542701,0.1416505972235924
1072,2024-04-14,Tanker,Diesel,Good,66.77659785402378,0.2578504616596909
1073,2024-04-21,Fish Carrier,Heavy Fuel Oil (HFO),Critical,49.53741666528165,1.149460708058399
1074,2024-04-28,Fish Carrier,Diesel,Good,63.09976294744391,0.3697647708782897
1075,2024-05-05,Bulk Carrier,Steam Turbine,Good,41.81370971736072,0.7721822250259844
1076,2024-05-12,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,71.96212537019346,0.4101087619918998
1077,2024-05-19,Tanker,,Fair,18.335486653638057,1.0153742500885483
1078,2024-05-26,Container Ship,Heavy Fuel Oil (HFO),Critical,52.87317926607461,1.462400771107594
1079,2024-06-02,Bulk Carrier,Steam Turbine,Critical,68.90495657110006,0.8851646192203229
1080,2024-06-09,Fish Carrier,Diesel,Good,55.85537978801781,0.6251204604884261
1081,2024-06-16,Container Ship,Steam Turbine,Fair,44.58249601667493,1.463353840832545
1082,2024-06-23,Fish Carrier,Heavy Fuel Oil (HFO),Fair,64.24615912293694,0.4515170658178585
1083,2024-06-30,Container Ship,Diesel,,31.450180922767338,0.2253904730968837
1084,2023-06-04,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,15.776274114811926,0.2468388134725272
1085,2023-06-11,Bulk Carrier,Diesel,Good,30.765165480722786,0.741157982254128
1086,2023-06-18,Tanker,Diesel,Critical,20.930344074704852,1.235569523209632
1087,2023-06-25,Bulk Carrier,Steam Turbine,Fair,68.69144381587718,0.6346115417716854
1088,2023-07-02,Container Ship,Heavy Fuel Oil (HFO),Good,25.447058778980747,0.5860625017792074
1089,2023-07-09,Fish Carrier,Steam Turbine,Critical,25.068234636390585,0.1056392168446417
1090,2023-07-16,Tanker,Steam Turbine,Good,42.350429167104565,1.0347406208377596
1091,2023-07-23,Fish Carrier,Heavy Fuel Oil (HFO),Good,34.2118005401567,0.5844380885578679
1092,2023-07-30,Bulk Carrier,Heavy Fuel Oil (HFO),Good,41.54034283236716,1.1799127354700447
1093,2023-08-06,Tanker,Heavy Fuel Oil (HFO),Fair,65.51595899989715,0.67591777305552
1094,2023-08-13,Fish Carrier,Heavy Fuel Oil (HFO),Fair,12.598742442103363,0.1518947538065791
1095,2023-08-20,Bulk Carrier,Diesel,Good,16.36941863908353,0.9581016716826372
1096,2023-08-27,Container Ship,Diesel,Critical,28.017380779051184,0.1523905606393465
1097,2023-09-03,Tanker,Heavy Fuel Oil (HFO),Critical,67.76575691170498,0.5964692130725142
1098,2023-09-10,,Diesel,,68.0888420728954,1.4378718165610789
1099,2023-09-17,Fish Carrier,Diesel,Critical,13.396263284108494,1.0699567743052365
1100,2023-09-24,Fish Carrier,Heavy Fuel Oil (HFO),Critical,50.14099988168365,0.8117728785821224
1101,2023-10-01,Fish Carrier,Steam Turbine,Critical,40.45132860475906,1.0796361763032143
1102,2023-10-08,Bulk Carrier,Steam Turbine,Good,63.06426200108817,0.3058759234621877
1103,2023-10-15,Bulk Carrier,Diesel,Good,18.594179516603557,0.8458056041747494
1104,2023-10-22,Container Ship,Steam Turbine,,52.05172650035338,1.1398177980532127
1105,2023-10-29,Tanker,Diesel,Good,23.71813065271084,0.558769184669397
1106,2023-11-05,Fish Carrier,Diesel,Fair,49.283463134189546,0.1665800970686451
1107,2023-11-12,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,53.64693753621188,0.3266382038414642
1108,2023-11-19,Bulk Carrier,,Critical,32.4664586011656,1.3560423775568833
1109,2023-11-26,Fish Carrier,Steam Turbine,,51.33310930370684,0.6785708030749492
1110,2023-12-03,Container Ship,Steam Turbine,Critical,68.7778909502685,0.8857109181853826
1111,2023-12-10,Container Ship,Diesel,Critical,45.92760834540518,1.445794843153267
1112,2023-12-17,Tanker,Diesel,Critical,35.585271038278975,1.4561588341301606
1113,2023-12-24,Tanker,Steam Turbine,Fair,12.12987746204577,0.4270465655258156
1114,2023-12-31,Bulk Carrier,,Fair,21.000347530890707,1.2439949913649817
1115,2024-01-07,Tanker,Steam Turbine,Good,55.6595049924797,1.1965978600502551
1116,2024-01-14,Bulk Carrier,Diesel,,26.633982652565614,1.3825892047668726
1117,2024-01-21,Fish Carrier,Diesel,Fair,26.246346545268544,1.2758199697642698
1118,2024-01-28,Container Ship,,Critical,29.62695378432165,0.3921787663119976
1119,2024-02-04,Bulk Carrier,Diesel,Critical,25.82137595511327,1.048615671660536
1120,2024-02-11,Bulk Carrier,Diesel,Fair,45.53166414610208,0.9350097310725998
1121,2024-02-18,Fish Carrier,Diesel,Good,43.60856457282888,0.4087309821527031
1122,2024-02-25,Tanker,Heavy Fuel Oil (HFO),Critical,47.09564542497255,0.8991100933570076
1123,2024-03-03,Tanker,Steam Turbine,Good,41.42624401960528,1.2837985122637396
1124,2024-03-10,Container Ship,,Critical,64.65720511523746,0.8334068819782047
1125,2024-03-17,Tanker,Steam Turbine,,71.91612694053751,0.5499765080336193
1126,2024-03-24,Bulk Carrier,,Good,42.76737297971548,1.1981551354687634
1127,2024-03-31,Tanker,Diesel,Fair,44.327231862851214,1.2083450768335309
